Jordan MALONE POSITION,Jordan MALONE LAP TIME,Jordan MALONE ELAPSED TIME,Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME,Andriy KOZHUKH POSITION,Andriy KOZHUKH LAP TIME,Andriy KOZHUKH ELAPSED TIME
3,13.410,13.410,2,13.340,13.340,1,13.167,13.167
3,9.808,23.218,2,9.794,23.134,1,9.840,23.008
2,9.928,33.145,3,10.045,33.179,1,9.827,32.834
2,9.782,42.927,3,9.810,42.989,1,9.988,42.822
2,9.539,52.466,1,9.354,52.343,3,9.767,52.589
2,9.270,1:01.736,1,9.243,1:01.586,3,9.934,1:02.523
1,9.040,1:10.776,2,9.562,1:11.147,3,9.912,1:12.435
1,9.162,1:19.939,2,8.920,1:20.067,3,10.587,1:23.021
1,9.691,1:29.630,2,9.698,1:29.765,3,10.636,1:33.657
