Olga BELYAKOVA POSITION,Olga BELYAKOVA LAP TIME,Olga BELYAKOVA ELAPSED TIME,Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME,Cecilia MAFFEI POSITION,Cecilia MAFFEI LAP TIME,Cecilia MAFFEI ELAPSED TIME,Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME,Tina GRASSOW POSITION,Tina GRASSOW LAP TIME,Tina GRASSOW ELAPSED TIME
1,12.73,12.73,5,13.36,13.36,2,12.90,12.90,3,13.09,13.09,4,13.20,13.20
1,9.53,22.26,5,9.41,22.77,2,9.51,22.41,3,9.45,22.54,4,9.43,22.63
1,9.79,32.05,5,9.83,32.60,2,9.78,32.19,4,9.91,32.45,3,9.70,32.33
1,9.87,41.92,5,9.75,42.35,2,9.83,42.02,4,9.80,42.25,3,9.79,42.12
1,9.82,51.74,5,9.79,52.14,2,9.84,51.86,4,9.84,52.09,3,9.86,51.98
1,9.66,1:01.40,5,9.79,1:01.93,4,9.90,1:01.76,3,9.64,1:01.73,2,9.61,1:01.59
1,9.53,1:10.93,4,9.82,1:11.75,5,10.03,1:11.79,3,9.53,1:11.26,2,9.48,1:11.07
1,9.54,1:20.47,4,9.57,1:21.32,5,10.23,1:22.02,3,9.50,1:20.76,2,9.59,1:20.66
1,9.82,1:30.285,4,9.79,1:31.102,5,10.70,1:32.713,2,9.62,1:30.380,3,10.02,1:30.675
