Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Serge PLANCHER POSITION,Serge PLANCHER LAP TIME,Serge PLANCHER ELAPSED TIME
1,6.657,6.657,2,6.920,6.920,3,6.939,6.939,4,7.170,7.170
1,9.002,15.660,2,9.198,16.118,4,9.295,16.235,3,8.974,16.144
1,8.550,24.210,2,8.668,24.786,4,8.648,24.882,3,8.658,24.802
1,8.719,32.929,4,8.890,33.677,3,8.763,33.645,2,8.619,33.421
1,8.847,41.776,4,18.757,52.434,3,9.382,43.027,2,9.255,42.677
