Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,Angelina TARASOVA POSITION,Angelina TARASOVA LAP TIME,Angelina TARASOVA ELAPSED TIME,CHARLES Alyson POSITION,CHARLES Alyson LAP TIME,CHARLES Alyson ELAPSED TIME,Rina YAMANA POSITION,Rina YAMANA LAP TIME,Rina YAMANA ELAPSED TIME,RUSNAKOVA Petra POSITION,RUSNAKOVA Petra LAP TIME,RUSNAKOVA Petra ELAPSED TIME
1,7.44,7.44,3,7.81,7.81,2,7.58,7.58,5,8.04,8.04,4,7.87,7.87
1,9.59,17.03,3,9.76,17.57,2,9.58,17.16,5,9.88,17.92,4,9.88,17.75
1,9.11,26.14,3,9.29,26.86,2,9.22,26.38,5,9.43,27.35,4,9.35,27.10
1,9.34,35.48,3,9.41,36.27,2,9.23,35.61,5,9.68,37.03,4,9.52,36.62
1,9.50,44.98,3,9.70,45.97,2,9.47,45.08,5,9.99,47.001,4,9.94,46.554
