Cecilia MAFFEI POSITION,Cecilia MAFFEI LAP TIME,Cecilia MAFFEI ELAPSED TIME,KONYA Zsofia POSITION,KONYA Zsofia LAP TIME,KONYA Zsofia ELAPSED TIME,Tineke den DULK POSITION,Tineke den DULK LAP TIME,Tineke den DULK ELAPSED TIME,Katherine RALSTON POSITION,Katherine RALSTON LAP TIME,Katherine RALSTON ELAPSED TIME,Milada DOSLA POSITION,Milada DOSLA LAP TIME,Milada DOSLA ELAPSED TIME
3,14.04,,5,14.24,14.24,1,13.88,13.88,2,13.96,13.96,4,14.14,14.14
3,10.04,,4,9.99,24.23,1,9.87,23.75,2,9.96,23.92,5,10.24,24.38
4,9.70,,3,9.52,33.75,1,9.81,33.56,2,9.75,33.67,5,9.64,34.02
4,10.43,,5,27.21,1:00.96,1,9.93,43.49,2,9.97,43.64,3,9.88,43.90
4,9.94,,5,22.44,1:23.40,1,10.11,53.60,2,10.04,53.68,3,9.91,53.81
3,9.99,,5,15.89,1:39.29,1,10.16,1:03.76,2,10.32,1:04.00,4,10.34,1:04.15
2,10.23,,5,13.02,1:52.31,1,10.44,1:14.20,4,24.63,1:28.63,3,10.47,1:14.62
2,10.49,,5,11.91,2:04.22,1,10.60,1:24.80,4,25.91,1:54.54,3,10.83,1:25.45
2,10.96,,4,11.74,2:15.935,1,10.89,1:35.676,3,13.63,2:08.149,2,10.96,1:36.391
