LEFRANCOIS-GAUVREAU Mathieu POSITION,LEFRANCOIS-GAUVREAU Mathieu LAP TIME,LEFRANCOIS-GAUVREAU Mathieu ELAPSED TIME,Gabor GALAMBOS POSITION,Gabor GALAMBOS LAP TIME,Gabor GALAMBOS ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,FRANK Nick POSITION,FRANK Nick LAP TIME,FRANK Nick ELAPSED TIME
2,6.930,6.930,1,6.588,6.588,4,7.414,7.414,3,7.347,7.347
2,9.388,16.318,1,9.697,16.285,4,9.558,16.972,3,9.541,16.887
1,8.816,25.133,2,8.947,25.232,3,8.943,25.915,4,9.173,26.060
2,9.082,34.215,1,8.758,33.989,3,9.361,35.276,4,9.377,35.436
1,9.59,43.806,2,10.17,44.154,3,9.76,45.035,4,9.70,45.133
