Jens ALMEY POSITION,Jens ALMEY LAP TIME,Jens ALMEY ELAPSED TIME,Aliaksandr VOLKAU POSITION,Aliaksandr VOLKAU LAP TIME,Aliaksandr VOLKAU ELAPSED TIME,Christopher JARDEN POSITION,Christopher JARDEN LAP TIME,Christopher JARDEN ELAPSED TIME,Daniel ZASTRUGOV POSITION,Daniel ZASTRUGOV LAP TIME,Daniel ZASTRUGOV ELAPSED TIME
1,7.20,7.20,2,7.27,7.27,3,7.62,7.62,4,7.73,7.73
1,9.29,16.49,2,9.33,16.60,3,9.40,17.02,4,9.42,17.15
1,8.86,25.35,2,8.86,25.46,3,8.94,25.96,4,9.10,26.25
1,9.04,34.39,2,9.04,34.50,3,9.09,35.05,4,9.35,35.60
1,9.14,43.53,2,9.11,43.61,3,9.38,44.410,4,9.63,45.221
