SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME,Takafumi NISHITANI POSITION,Takafumi NISHITANI LAP TIME,Takafumi NISHITANI ELAPSED TIME,Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME
1,6.780,6.780,2,6.887,6.887,4,6.968,6.968,3,6.925,6.925
3,8.994,15.774,1,8.748,15.635,4,9.095,16.062,2,8.821,15.745
3,8.820,24.594,2,8.810,24.445,4,8.735,24.797,1,8.159,23.904
3,8.932,33.525,2,8.856,33.300,4,9.570,34.366,1,9.184,33.088
3,9.07,42.586,2,9.27,42.563,4,10.44,44.803,1,9.36,42.443
