Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME,Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME,Siarhei YAKUSHKOU POSITION,Siarhei YAKUSHKOU LAP TIME,Siarhei YAKUSHKOU ELAPSED TIME,Alexander SELEZNOV POSITION,Alexander SELEZNOV LAP TIME,Alexander SELEZNOV ELAPSED TIME
1,6.64,6.64,2,6.86,6.86,3,7.06,7.06,4,7.52,7.52
1,9.17,15.81,2,9.21,16.07,3,9.26,16.32,4,9.73,17.25
1,8.69,24.50,2,8.97,25.04,3,8.96,25.28,4,9.46,26.71
1,9.03,33.53,2,9.28,34.32,3,9.41,34.69,4,9.66,36.37
1,9.51,43.038,2,9.79,44.103,3,9.56,44.243,4,9.98,46.349
