Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Sanne van KERKHOF POSITION,Sanne van KERKHOF LAP TIME,Sanne van KERKHOF ELAPSED TIME
2,7.43,7.43,1,7.22,7.22,3,7.53,7.53,4,7.66,7.66
2,9.52,16.95,1,9.57,16.79,3,9.50,17.03,4,9.51,17.17
3,9.15,26.10,1,9.23,26.02,2,9.03,26.06,4,9.15,26.32
4,9.75,35.85,1,9.46,35.48,2,9.54,35.60,3,9.39,35.71
3,9.43,45.276,1,9.64,45.115,2,9.55,45.142,4,9.70,45.410
