Anne MALTAIS POSITION,Anne MALTAIS LAP TIME,Anne MALTAIS ELAPSED TIME,Valeriya REZNIK POSITION,Valeriya REZNIK LAP TIME,Valeriya REZNIK ELAPSED TIME,Maria GARCIA POSITION,Maria GARCIA LAP TIME,Maria GARCIA ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME
3,13.81,13.81,1,13.48,13.48,4,13.93,13.93,2,13.74,13.74
3,10.16,23.97,1,10.35,23.84,4,10.19,24.13,2,10.15,23.89
4,10.45,34.42,1,10.29,34.14,3,10.29,34.42,2,10.47,34.36
2,10.04,44.47,1,10.28,44.42,3,10.12,44.55,4,10.46,44.82
2,9.82,54.29,1,9.81,54.24,3,9.76,54.31,4,9.74,54.57
2,9.85,1:04.15,3,9.94,1:04.19,1,9.82,1:04.14,4,9.87,1:04.44
3,10.01,1:14.16,1,9.73,1:13.93,2,9.96,1:14.10,4,9.94,1:14.38
3,10.05,1:24.21,2,10.17,1:24.10,1,9.99,1:24.09,4,10.09,1:24.48
1,10.17,1:34.377,3,10.44,1:34.540,2,10.38,1:34.462,4,10.21,1:34.683
