LEE Yu Bin POSITION,LEE Yu Bin LAP TIME,LEE Yu Bin ELAPSED TIME,GONG Li POSITION,GONG Li LAP TIME,GONG Li ELAPSED TIME,Melissa TUNNO POSITION,Melissa TUNNO LAP TIME,Melissa TUNNO ELAPSED TIME,Michaela KUNCIROVA POSITION,Michaela KUNCIROVA LAP TIME,Michaela KUNCIROVA ELAPSED TIME,Mariya IZAFATAVA POSITION,Mariya IZAFATAVA LAP TIME,Mariya IZAFATAVA ELAPSED TIME
1,13.62,13.62,2,13.78,13.78,3,13.89,13.89,4,13.90,13.90,5,13.95,13.95
1,10.25,23.87,2,10.19,23.97,5,10.41,24.30,3,10.18,24.08,4,10.25,24.20
1,9.93,33.80,2,9.96,33.93,5,10.05,34.35,3,9.99,34.07,4,9.99,34.19
1,9.73,43.53,2,9.71,43.64,5,9.73,44.08,3,9.66,43.73,4,9.61,43.80
1,9.71,53.24,2,9.71,53.35,5,9.67,53.75,3,9.72,53.45,4,9.74,53.54
1,9.49,1:02.73,2,9.50,1:02.85,5,9.89,1:03.64,3,9.59,1:03.04,4,9.68,1:03.22
1,9.45,1:12.18,2,9.45,1:12.30,5,10.29,1:13.93,3,9.50,1:12.54,4,9.89,1:13.11
1,9.49,1:21.67,2,9.51,1:21.81,5,10.69,1:24.62,3,9.78,1:22.32,4,10.29,1:23.40
1,9.68,1:31.35,2,9.65,1:31.46,5,11.33,1:35.921,3,10.01,1:32.33,4,10.47,1:33.860
