Janis PIUSS POSITION,Janis PIUSS LAP TIME,Janis PIUSS ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME,Munkhdori GANTUMUR POSITION,Munkhdori GANTUMUR LAP TIME,Munkhdori GANTUMUR ELAPSED TIME,Lachlan HAY POSITION,Lachlan HAY LAP TIME,Lachlan HAY ELAPSED TIME
1,13.62,13.62,3,13.88,13.88,2,13.69,13.69,4,13.93,13.93,5,13.95,13.95
4,11.01,24.63,1,10.52,24.40,2,10.81,24.50,5,11.03,24.97,3,10.62,24.57
4,10.19,34.83,2,10.29,34.69,1,10.11,34.62,5,10.33,35.30,3,10.23,34.81
3,10.03,44.87,2,10.10,44.80,1,10.14,44.77,5,10.55,45.85,4,10.07,44.88
4,9.96,54.83,2,9.66,54.47,1,9.67,54.44,5,10.45,56.30,3,9.77,54.65
4,9.34,1:04.17,2,9.44,1:03.91,1,9.20,1:03.64,5,10.74,1:07.05,3,9.32,1:03.97
4,9.75,1:13.92,2,9.10,1:13.02,1,9.36,1:13.01,5,10.89,1:17.94,3,9.11,1:13.08
4,10.04,1:23.96,1,8.87,1:21.89,2,9.10,1:22.11,5,11.30,1:29.25,3,9.13,1:22.21
4,10.65,1:34.607,1,9.29,1:31.177,2,9.25,1:31.358,5,12.19,1:41.434,3,9.17,1:31.378
