PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME,Denali BLUNDEN POSITION,Denali BLUNDEN LAP TIME,Denali BLUNDEN ELAPSED TIME,GEORGIEV Dimitar POSITION,GEORGIEV Dimitar LAP TIME,GEORGIEV Dimitar ELAPSED TIME,LEE Hyo Been POSITION,LEE Hyo Been LAP TIME,LEE Hyo Been ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME
1,12.29,12.29,6,13.12,13.12,2,12.33,12.33,3,12.34,12.34,4,12.41,12.41,5,12.59,12.59
2,9.54,21.83,6,9.39,22.51,4,9.64,21.97,1,9.33,21.67,5,9.64,22.05,3,9.35,21.94
3,9.67,31.50,6,9.40,31.91,5,9.69,31.66,1,9.62,31.29,4,9.54,31.59,2,9.42,31.36
3,9.68,41.18,6,9.87,41.78,5,9.91,41.57,1,9.63,40.92,4,9.68,41.27,2,9.63,40.99
4,9.55,50.73,6,9.71,51.49,5,9.44,51.01,1,9.48,50.40,3,9.33,50.60,2,9.52,50.51
4,9.50,1:00.23,6,9.83,1:01.32,5,9.33,1:00.34,1,9.49,59.89,3,9.49,1:00.09,2,9.47,59.98
4,9.42,1:09.65,6,9.92,1:11.24,5,9.59,1:09.93,1,9.34,1:09.23,3,9.37,1:09.46,2,9.38,1:09.36
4,9.48,1:19.13,6,10.09,1:21.33,5,10.06,1:19.99,1,9.24,1:18.47,3,9.46,1:18.92,2,9.18,1:18.54
4,9.58,1:28.71,6,10.22,1:31.55,5,10.35,1:30.34,1,9.37,1:27.84,3,9.72,1:28.64,2,9.34,1:27.88
