Lucas NG POSITION,Lucas NG LAP TIME,Lucas NG ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Istvan GAL ORAVECZ POSITION,Istvan GAL ORAVECZ LAP TIME,Istvan GAL ORAVECZ ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME
3,7.45,7.45,1,6.99,6.99,4,7.55,7.55,2,7.05,7.05
3,9.82,17.27,1,9.15,16.14,4,9.82,17.37,2,9.20,16.25
3,9.45,26.72,1,8.67,24.81,4,9.71,27.08,2,8.69,24.94
3,9.64,36.36,1,8.90,33.71,4,9.44,36.52,2,8.91,33.85
4,11.05,47.407,1,9.13,42.840,3,9.98,46.495,2,9.05,42.896
