Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME
2,13.06,13.06,3,13.17,13.17,1,13.04,13.04,4,13.25,13.25
3,10.05,23.11,1,9.91,23.08,2,10.05,23.09,4,10.02,23.27
2,9.71,32.82,1,9.67,32.75,3,9.83,32.92,4,9.73,33.00
2,10.03,42.85,1,10.02,42.77,3,10.03,42.95,4,10.03,43.03
2,9.99,52.84,1,9.96,52.73,3,9.97,52.92,4,9.97,53.00
2,9.63,1:02.47,1,9.64,1:02.37,3,9.65,1:02.57,4,9.69,1:02.69
2,9.47,1:11.94,1,9.48,1:11.85,3,9.46,1:12.03,4,9.43,1:12.12
2,9.58,1:21.52,1,9.60,1:21.45,3,9.61,1:21.64,4,9.62,1:21.74
2,9.69,1:31.204,1,9.74,1:31.185,3,9.70,1:31.338,4,9.68,1:31.416
