Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME
1,12.86,12.86,2,12.95,12.95,3,13.07,13.07,4,13.21,13.21
1,10.07,22.93,4,10.28,23.23,3,10.00,23.07,2,9.77,22.98
1,9.58,32.51,4,9.66,32.89,3,9.67,32.74,2,9.67,32.65
1,9.45,41.96,4,9.52,42.41,3,9.45,42.19,2,9.46,42.11
1,9.18,51.14,4,9.11,51.52,3,9.14,51.33,2,9.14,51.25
1,9.14,1:00.28,4,9.13,1:00.65,3,9.15,1:00.48,2,9.16,1:00.41
1,8.98,1:09.26,4,8.95,1:09.60,3,8.97,1:09.45,2,8.96,1:09.37
1,9.03,1:18.29,4,8.98,1:18.58,3,9.07,1:18.52,2,9.02,1:18.39
1,9.12,1:27.405,4,9.68,1:28.255,3,9.05,1:27.562,2,9.12,1:27.508
