Elliott SHRIANE POSITION,Elliott SHRIANE LAP TIME,Elliott SHRIANE ELAPSED TIME,Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,Mark JACKSON POSITION,Mark JACKSON LAP TIME,Mark JACKSON ELAPSED TIME
3,7.00,7.00,1,6.95,6.95,2,6.97,6.97,4,7.18,7.18
3,9.44,16.44,1,9.14,16.09,2,9.33,16.30,4,9.41,16.59
3,8.70,25.14,2,8.82,24.91,1,8.60,24.90,4,8.80,25.39
3,8.83,33.97,2,8.84,33.75,1,8.73,33.63,4,8.78,34.17
3,9.12,43.086,2,9.14,42.885,1,9.10,42.725,4,9.20,43.370
