FERCOQ Quentin POSITION,FERCOQ Quentin LAP TIME,FERCOQ Quentin ELAPSED TIME,GIORDANO Marco POSITION,GIORDANO Marco LAP TIME,GIORDANO Marco ELAPSED TIME,Hironobu MURATAKE POSITION,Hironobu MURATAKE LAP TIME,Hironobu MURATAKE ELAPSED TIME,Jose CAVALLI POSITION,Jose CAVALLI LAP TIME,Jose CAVALLI ELAPSED TIME
4,16.20,16.20,2,16.09,,1,15.98,15.98,3,16.19,16.19
1,10.42,26.62,2,10.62,,3,10.87,26.85,4,10.77,26.96
1,10.21,36.83,2,10.22,,3,10.17,37.02,4,10.18,37.14
1,9.79,46.62,2,9.78,,3,9.79,46.81,4,9.77,46.91
1,9.41,56.03,2,9.41,,3,9.46,56.27,4,9.45,56.36
1,9.20,1:05.23,2,9.17,,3,9.11,1:05.38,4,9.12,1:05.48
1,9.05,1:14.28,3,9.35,,2,9.20,1:14.58,4,9.25,1:14.73
1,9.22,1:23.50,2,9.48,,3,9.60,1:24.18,4,9.49,1:24.22
1,9.66,1:33.16,2,9.69,,4,9.86,1:34.04,3,9.67,1:33.89
