WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME,HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME,Firat YARDIMCI POSITION,Firat YARDIMCI LAP TIME,Firat YARDIMCI ELAPSED TIME
3,12.82,12.82,1,12.62,12.62,2,12.73,12.73,4,12.89,12.89,5,13.09,13.09,6,13.24,13.24
3,9.58,22.40,2,9.69,22.31,1,9.48,22.21,4,9.58,22.47,5,9.49,22.58,6,9.48,22.72
3,9.34,31.74,1,9.28,31.59,1,9.38,31.59,4,9.39,31.86,5,9.39,31.97,6,9.34,32.06
2,9.01,40.75,1,9.07,40.66,3,9.24,40.83,4,9.07,40.93,5,9.04,41.01,6,9.04,41.10
2,9.13,49.88,1,9.13,49.79,3,9.15,49.98,4,9.15,50.08,5,9.16,50.17,6,9.15,50.25
2,9.11,58.99,1,9.12,58.91,3,9.13,59.11,4,9.13,59.21,6,9.51,59.68,5,9.14,59.39
2,9.03,1:08.02,1,9.00,1:07.91,3,9.07,1:08.18,4,9.08,1:08.29,6,9.19,1:08.87,5,9.06,1:08.45
2,9.01,1:17.03,1,8.99,1:16.90,3,8.99,1:17.17,4,9.02,1:17.31,6,9.23,1:18.10,5,9.10,1:17.55
2,9.09,1:26.111,1,9.11,1:26.003,3,8.98,1:26.146,4,9.01,1:26.302,6,10.20,1:28.284,5,9.16,1:26.707
