Kimberly DERRICK POSITION,Kimberly DERRICK LAP TIME,Kimberly DERRICK ELAPSED TIME,Tina GRASSOW POSITION,Tina GRASSOW LAP TIME,Tina GRASSOW ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME
1,13.468,13.468,2,13.562,13.562,3,13.612,13.612,4,13.688,13.688
1,10.633,24.101,3,10.737,24.299,4,10.737,24.349,2,10.461,24.149
2,9.991,34.092,3,9.862,34.161,4,9.897,34.245,1,9.866,34.015
1,10.093,44.185,2,10.055,44.216,3,10.003,44.249,4,23.469,57.484
3,10.287,54.472,1,10.085,54.301,2,10.063,54.312,4,15.630,1:13.114
3,10.121,1:04.593,1,10.178,1:04.479,2,10.181,1:04.492,4,13.350,1:26.464
2,10.063,1:14.656,1,10.015,1:14.493,3,10.394,1:14.886,4,12.224,1:38.689
2,9.914,1:24.570,1,9.997,1:24.490,3,10.144,1:25.030,4,12.120,1:50.808
2,10.291,1:34.861,1,10.217,1:34.707,3,10.280,1:35.310,4,12.305,2:03.113
