Marta WOJCIK POSITION,Marta WOJCIK LAP TIME,Marta WOJCIK ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME,Anastassiya KRESTOVA POSITION,Anastassiya KRESTOVA LAP TIME,Anastassiya KRESTOVA ELAPSED TIME
1,16.17,16.17,3,16.43,16.43,2,16.30,16.30,4,16.55,16.55
1,12.39,28.56,3,12.36,28.79,2,12.36,28.66,4,12.28,28.83
3,11.36,39.92,4,11.31,40.10,2,11.12,39.78,1,10.72,39.55
3,9.89,49.81,4,9.79,49.89,2,9.96,49.74,1,10.10,49.65
3,10.15,59.96,4,10.22,1:00.11,2,10.20,59.94,1,10.17,59.82
2,9.89,1:09.85,4,9.97,1:10.08,3,10.03,1:09.97,1,9.87,1:09.69
3,9.73,1:19.58,4,9.54,1:19.62,2,9.49,1:19.46,1,9.66,1:19.35
4,9.69,1:29.27,1,9.29,1:28.91,3,9.63,1:29.09,2,9.65,1:29.00
4,9.85,1:39.115,1,9.35,1:38.259,2,9.55,1:38.637,3,9.91,1:38.904
