Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Andrea KESZLER POSITION,Andrea KESZLER LAP TIME,Andrea KESZLER ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,TALAYEVA Volha POSITION,TALAYEVA Volha LAP TIME,TALAYEVA Volha ELAPSED TIME
1,7.25,7.25,2,7.38,7.38,3,7.61,7.61,4,7.97,7.97
1,9.41,16.66,2,9.43,16.81,3,9.36,16.97,4,9.74,17.71
1,8.96,25.62,2,9.03,25.84,3,8.88,25.85,4,9.30,27.01
1,9.09,34.71,3,9.32,35.16,2,9.09,34.94,4,9.33,36.34
1,9.25,43.953,3,9.47,44.621,2,9.23,44.168,4,9.46,45.799
