Mathieu GIROUX POSITION,Mathieu GIROUX LAP TIME,Mathieu GIROUX ELAPSED TIME,PAN Lei POSITION,PAN Lei LAP TIME,PAN Lei ELAPSED TIME,Dmytro POLTAVETS POSITION,Dmytro POLTAVETS LAP TIME,Dmytro POLTAVETS ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME
0,6.716,6.716,0,6.522,6.522,0,7.224,7.224,0,6.927,6.927
0,9.430,16.146,0,9.272,15.794,0,9.406,16.630,0,9.100,16.027
0,8.764,24.910,0,29.261,45.055,0,9.229,25.859,0,9.094,25.121
0,8.987,33.898,0,18.384,1:03.439,0,9.316,35.174,0,8.976,34.097
0,,,0,,,0,,,0,,
