LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,Michael GILDAY POSITION,Michael GILDAY LAP TIME,Michael GILDAY ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME
2,7.34,7.34,1,6.95,6.95,3,7.60,7.60,4,7.77,7.77
2,9.51,16.86,1,9.06,16.02,3,9.70,17.31,4,9.54,17.32
2,8.90,25.77,1,8.85,24.88,3,8.92,26.24,4,8.92,26.24
2,8.96,34.73,1,8.79,33.67,3,8.99,35.23,4,9.01,35.25
2,9.46,44.183,1,9.32,42.981,3,9.33,44.554,4,9.53,44.777
