Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME,Tina GRASSOW POSITION,Tina GRASSOW LAP TIME,Tina GRASSOW ELAPSED TIME,Marta WOJCIK POSITION,Marta WOJCIK LAP TIME,Marta WOJCIK ELAPSED TIME
1,7.47,7.47,3,7.84,7.84,2,7.62,7.62,4,7.94,7.94
1,9.71,17.18,3,9.74,17.58,2,9.74,17.36,4,9.88,17.82
1,8.90,26.08,3,9.31,26.89,2,9.08,26.44,4,9.25,27.07
1,9.15,35.23,3,9.16,36.05,2,9.15,35.59,4,9.29,36.36
1,9.37,44.594,3,9.29,45.338,2,9.36,44.949,4,9.67,46.023
