Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME
1,6.88,6.88,2,7.04,7.04,3,7.23,7.23,4,7.33,7.33
1,8.76,15.64,2,8.74,15.78,3,8.82,16.05,4,9.02,16.35
1,8.34,23.98,2,8.38,24.16,3,8.20,24.25,4,8.58,24.93
1,8.66,32.64,2,8.63,32.79,4,30.67,54.92,3,8.87,33.80
1,8.73,41.368,2,8.68,41.463,4,34.31,1:29.223,3,9.06,42.859
