Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,WATANABE Aoi POSITION,WATANABE Aoi LAP TIME,WATANABE Aoi ELAPSED TIME,Katherine RALSTON POSITION,Katherine RALSTON LAP TIME,Katherine RALSTON ELAPSED TIME,DOLGOPOLOVA Mariya POSITION,DOLGOPOLOVA Mariya LAP TIME,DOLGOPOLOVA Mariya ELAPSED TIME
1,7.62,7.62,2,7.79,7.79,3,7.98,7.98,4,8.13,8.13
1,9.62,17.24,2,9.59,17.38,3,9.77,17.75,4,9.74,17.87
1,9.04,26.28,2,9.03,26.41,3,9.17,26.92,4,9.23,27.10
1,9.17,35.45,2,9.16,35.57,3,9.35,36.27,4,9.39,36.49
1,9.33,44.78,2,9.39,44.96,3,9.67,45.94,4,9.72,46.185
