Szandra LAJTOS POSITION,Szandra LAJTOS LAP TIME,Szandra LAJTOS ELAPSED TIME,ZHU Mi Lei POSITION,ZHU Mi Lei LAP TIME,ZHU Mi Lei ELAPSED TIME,Francesca JACKSON POSITION,Francesca JACKSON LAP TIME,Francesca JACKSON ELAPSED TIME,Stephanie BOUVIER POSITION,Stephanie BOUVIER LAP TIME,Stephanie BOUVIER ELAPSED TIME,Alanna KRAUS POSITION,Alanna KRAUS LAP TIME,Alanna KRAUS ELAPSED TIME
1,13.4892,13.4892,3,13.6807,13.6807,5,14.1262,14.1262,4,13.8614,13.8614,2,13.4998,13.4998
1,10.8411,24.3303,3,10.9096,24.5903,5,10.8593,24.9855,4,10.8729,24.7343,2,10.9746,24.4744
2,10.6889,35.0192,4,10.7374,35.3277,5,10.5579,35.5434,1,10.0382,34.7725,3,10.6499,35.1243
2,10.1658,45.1850,4,10.0073,45.3350,5,10.5452,46.0886,1,10.2607,45.0332,3,10.0867,45.2110
4,10.0968,55.2818,1,9.6426,54.9776,5,10.8981,56.9867,2,9.9896,55.0228,3,10.0050,55.2160
3,9.9941,1:05.2759,1,10.1406,1:05.1182,5,11.2631,1:08.2498,2,10.1627,1:05.1855,4,10.0927,1:05.3087
4,10.2434,1:15.5193,2,10.2352,1:15.3534,5,11.5194,1:19.7692,1,10.0977,1:15.2832,3,10.0714,1:15.3801
1,9.9773,1:25.4966,2,10.1494,1:25.5028,5,11.8356,1:31.6048,3,10.2536,1:25.5368,4,10.2719,1:25.6520
4,10.49,1:35.983,1,10.24,1:35.739,5,12.18,1:43.784,2,10.26,1:35.789,3,10.24,1:35.892
