ZHAXYBAYEV Mersaid POSITION,ZHAXYBAYEV Mersaid LAP TIME,ZHAXYBAYEV Mersaid ELAPSED TIME,Jonas KAUFMANN-LUDWIG POSITION,Jonas KAUFMANN-LUDWIG LAP TIME,Jonas KAUFMANN-LUDWIG ELAPSED TIME,Billy SIMMS POSITION,Billy SIMMS LAP TIME,Billy SIMMS ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME
3,13.79,13.79,1,13.62,13.62,4,13.90,13.90,2,13.63,13.63
4,10.32,24.11,1,10.31,23.93,3,10.21,24.11,2,10.43,24.06
3,10.01,34.12,1,9.97,33.90,4,10.12,34.23,2,9.88,33.94
2,9.48,43.60,1,9.56,43.46,4,9.48,43.71,3,9.73,43.67
2,9.33,52.93,1,9.35,52.81,4,9.44,53.15,3,9.36,53.03
2,9.11,1:02.04,1,9.14,1:01.95,4,9.11,1:02.26,3,9.12,1:02.15
2,9.12,1:11.16,1,9.13,1:11.08,4,9.13,1:11.39,3,9.12,1:11.27
3,9.31,1:20.47,1,9.26,1:20.34,2,9.06,1:20.45,4,9.31,1:20.58
3,9.68,1:30.142,1,9.48,1:29.816,4,53.53,2:13.973,2,9.50,1:30.078
