Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,Hironobu MURATAKE POSITION,Hironobu MURATAKE LAP TIME,Hironobu MURATAKE ELAPSED TIME
2,6.88,6.88,1,6.81,6.81,3,7.00,7.00,4,7.14,7.14
2,8.78,15.66,1,8.67,15.48,3,8.77,15.77,4,8.83,15.97
2,8.28,23.94,1,8.24,23.72,3,8.27,24.04,4,8.47,24.44
2,8.41,32.35,1,8.38,32.10,3,8.47,32.51,4,8.61,33.05
2,8.65,40.946,1,8.57,40.646,3,8.62,41.117,4,9.07,42.100
