Steve ROBILLARD POSITION,Steve ROBILLARD LAP TIME,Steve ROBILLARD ELAPSED TIME,Gisle TVERLAND POSITION,Gisle TVERLAND LAP TIME,Gisle TVERLAND ELAPSED TIME,Jean Charles MATTEI POSITION,Jean Charles MATTEI LAP TIME,Jean Charles MATTEI ELAPSED TIME,Tamas HELFRIH POSITION,Tamas HELFRIH LAP TIME,Tamas HELFRIH ELAPSED TIME
1,6.957,6.957,3,7.516,7.516,2,7.068,7.068,4,7.829,7.829
2,9.290,16.246,3,9.279,16.794,1,9.161,16.229,4,10.367,18.196
1,8.893,25.139,3,8.839,25.633,2,9.002,25.231,4,9.947,28.143
2,9.117,34.255,3,9.529,35.161,1,8.996,34.227,4,10.021,38.163
1,9.27,43.521,3,9.86,45.014,2,9.33,43.554,4,10.16,48.316
