Tomas GRESCHNER POSITION,Tomas GRESCHNER LAP TIME,Tomas GRESCHNER ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Aliaksandr ANTANENKA POSITION,Aliaksandr ANTANENKA LAP TIME,Aliaksandr ANTANENKA ELAPSED TIME,Volodymyr CHERNEGA POSITION,Volodymyr CHERNEGA LAP TIME,Volodymyr CHERNEGA ELAPSED TIME
2,7.008,7.008,1,6.995,6.995,4,7.627,7.627,3,7.168,7.168
2,9.461,16.469,1,9.290,16.285,4,9.852,17.479,3,9.410,16.578
2,9.237,25.706,1,9.219,25.503,4,9.284,26.763,3,9.189,25.767
2,9.362,35.067,1,9.376,34.879,4,9.502,36.264,3,9.460,35.227
2,9.68,44.747,1,9.80,44.670,4,9.83,46.090,3,9.62,44.847
