Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME,Benoit ANTERIEUX POSITION,Benoit ANTERIEUX LAP TIME,Benoit ANTERIEUX ELAPSED TIME,Vitaly MIKHEENKOV POSITION,Vitaly MIKHEENKOV LAP TIME,Vitaly MIKHEENKOV ELAPSED TIME
1,7.050,7.050,3,7.120,7.120,2,7.070,7.070
1,9.320,16.370,2,9.910,17.030,3,10.040,17.110
1,9.220,25.590,2,9.640,26.680,3,9.570,26.690
1,9.430,35.030,3,9.730,36.420,2,9.670,36.370
1,9.970,45.000,3,10.360,46.780,2,9.910,46.280
