DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME,Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME
3,12.83,12.83,1,12.66,12.66,2,12.74,12.74,4,12.92,12.92
4,9.65,22.48,1,9.59,22.25,3,9.60,22.34,2,9.34,22.26
3,9.20,31.68,4,16.17,38.42,2,9.25,31.59,1,9.23,31.49
3,9.51,41.19,4,11.15,49.57,1,9.38,40.97,2,9.61,41.10
3,9.42,50.61,4,10.50,1:00.07,1,9.43,50.40,2,9.40,50.50
3,9.24,59.85,4,9.20,1:09.27,1,9.23,59.63,2,9.24,59.74
3,9.17,1:09.02,4,9.51,1:18.78,1,9.15,1:08.78,2,9.12,1:08.86
3,9.27,1:18.29,4,10.49,1:29.27,1,8.95,1:17.73,2,8.98,1:17.84
3,9.62,1:27.907,4,11.40,1:40.665,1,9.06,1:26.789,2,9.11,1:26.942
