SHULGINOV Alexander POSITION,SHULGINOV Alexander LAP TIME,SHULGINOV Alexander ELAPSED TIME,HONG Kyung Hwan POSITION,HONG Kyung Hwan LAP TIME,HONG Kyung Hwan ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,Davut TAHTACI POSITION,Davut TAHTACI LAP TIME,Davut TAHTACI ELAPSED TIME
1,6.75,6.75,3,7.14,7.14,2,6.91,,4,7.26,7.26
1,8.64,15.39,3,8.68,15.82,2,8.63,,4,9.01,16.27
1,8.16,23.55,3,8.19,24.01,2,8.21,,4,8.68,24.95
1,8.52,32.07,3,8.19,32.20,2,8.39,,4,8.93,33.88
1,8.80,40.87,2,8.74,40.94,3,8.86,,3,9.27,43.163
