Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,KIKUCHI Sumire POSITION,KIKUCHI Sumire LAP TIME,KIKUCHI Sumire ELAPSED TIME
1,7.14,7.14,2,7.27,7.27,3,7.37,7.37,4,7.52,7.52,5,7.67,7.67
1,9.38,16.52,2,9.37,16.64,3,9.36,16.73,4,9.36,16.88,5,9.33,17.00
1,8.87,25.39,2,8.83,25.47,3,8.78,25.51,4,8.73,25.61,5,8.71,25.71
1,9.08,34.47,2,9.11,34.58,4,9.36,34.87,3,9.08,34.69,5,9.25,34.96
1,9.24,43.71,2,9.30,43.88,4,9.11,43.98,3,9.23,43.92,5,9.08,44.041
