LEE So Youn POSITION,LEE So Youn LAP TIME,LEE So Youn ELAPSED TIME,Gabrielle WILLIAMSON-DERRAUGH POSITION,Gabrielle WILLIAMSON-DERRAUGH LAP TIME,Gabrielle WILLIAMSON-DERRAUGH ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME
2,7.59,7.59,1,7.31,7.31,3,7.68,7.68,4,7.72,7.72
2,9.56,17.15,1,9.41,16.72,3,9.51,17.19,4,9.59,17.31
2,9.19,26.34,1,9.08,25.80,4,9.41,26.60,3,9.06,26.37
2,9.39,35.73,1,9.33,35.13,3,9.35,35.95,4,23.42,49.79
2,9.61,45.339,1,9.59,44.720,3,9.42,45.365,4,11.48,1:01.267
