LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME
2,12.63,12.63,1,12.43,12.43,3,12.70,12.70,4,13.01,13.01
2,9.57,22.21,1,9.61,22.05,3,9.57,22.27,4,9.41,22.42
2,9.92,32.13,1,9.83,31.88,3,9.97,32.25,4,9.92,32.34
3,10.23,42.36,1,10.02,41.91,2,10.09,42.35,4,10.27,42.62
2,9.73,52.10,1,10.10,52.01,3,9.84,52.19,4,9.65,52.28
2,9.71,1:01.81,1,9.76,1:01.77,3,9.79,1:01.98,4,9.72,1:02.00
1,9.79,1:11.60,2,9.83,1:11.60,4,9.93,1:11.92,3,9.77,1:11.77
2,9.77,1:21.38,1,9.59,1:21.20,4,10.00,1:21.92,3,9.80,1:21.58
1,9.79,1:31.166,2,10.21,1:31.403,4,10.11,1:32.029,3,9.95,1:31.529
