WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,BLAIS Cedrik POSITION,BLAIS Cedrik LAP TIME,BLAIS Cedrik ELAPSED TIME,ANTONIOLI Mattia POSITION,ANTONIOLI Mattia LAP TIME,ANTONIOLI Mattia ELAPSED TIME,KIKUCHI Kota POSITION,KIKUCHI Kota LAP TIME,KIKUCHI Kota ELAPSED TIME,KOIKE Katsunori POSITION,KOIKE Katsunori LAP TIME,KOIKE Katsunori ELAPSED TIME
1,6.70,6.70,2,6.88,6.88,3,7.03,7.03,4,7.19,7.19,5,7.30,7.30
1,8.57,15.27,2,8.49,15.37,3,8.65,15.68,4,8.73,15.92,5,8.71,16.01
1,8.27,23.54,2,8.29,23.66,3,8.20,23.88,4,8.20,24.12,5,8.34,24.35
1,8.34,31.88,2,8.35,32.01,3,8.38,32.26,4,8.35,32.47,5,8.60,32.95
1,8.49,40.37,2,8.43,40.44,3,8.57,40.83,4,8.50,40.974,5,8.69,41.645
