LEE Jung Su POSITION,LEE Jung Su LAP TIME,LEE Jung Su ELAPSED TIME,Viktor KOROLOV POSITION,Viktor KOROLOV LAP TIME,Viktor KOROLOV ELAPSED TIME,CHENG Eric I POSITION,CHENG Eric I LAP TIME,CHENG Eric I ELAPSED TIME,LOUGHREY Stuart POSITION,LOUGHREY Stuart LAP TIME,LOUGHREY Stuart ELAPSED TIME,Dejan HORVACKI POSITION,Dejan HORVACKI LAP TIME,Dejan HORVACKI ELAPSED TIME
0,7.477,7.477,0,7.923,7.923,0,7.712,7.712,0,7.457,7.457,0,8.007,8.007
0,9.548,17.025,0,9.986,17.909,0,9.289,17.001,0,9.986,17.443,0,10.374,18.381
0,9.390,26.414,0,9.546,27.455,0,9.379,26.380,0,9.486,26.928,0,10.140,28.520
0,9.087,35.501,0,9.772,37.227,0,9.445,35.825,0,10.079,37.007,0,10.545,39.066
0,,,0,,,0,,,0,,,0,,
