Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,CHEN Dequan POSITION,CHEN Dequan LAP TIME,CHEN Dequan ELAPSED TIME,Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME
2,12.68,12.68,3,12.84,12.84,1,12.66,12.66,4,12.98,12.98
3,9.52,22.20,2,9.36,22.20,1,9.43,22.09,4,9.48,22.46
4,10.12,32.32,2,9.33,31.53,1,9.02,31.11,3,9.19,31.65
4,9.09,41.41,2,9.08,40.61,1,9.40,40.51,3,9.07,40.72
4,8.87,50.28,2,9.21,49.82,1,9.18,49.69,3,9.19,49.91
4,9.00,59.28,2,9.15,58.97,1,9.17,58.86,3,9.12,59.03
4,9.52,1:08.80,2,9.07,1:08.04,1,9.05,1:07.91,3,9.08,1:08.11
4,10.35,1:19.15,2,9.01,1:17.05,1,9.04,1:16.95,3,9.01,1:17.12
4,11.41,1:30.558,2,9.31,1:26.355,1,9.34,1:26.283,3,9.36,1:26.471
