Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Valentyn DANILOVSKYI POSITION,Valentyn DANILOVSKYI LAP TIME,Valentyn DANILOVSKYI ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME
3,7.03,7.03,1,6.79,6.79,2,7.02,7.02,4,7.23,7.23
2,9.09,16.12,1,9.01,15.80,3,9.26,16.28,4,9.15,16.38
2,8.60,24.72,1,8.65,24.45,3,8.73,25.01,4,8.71,25.09
2,8.85,33.57,1,8.78,33.23,3,8.86,33.87,4,8.78,33.87
2,9.05,42.620,1,9.10,42.326,4,9.34,43.206,3,9.05,42.918
