FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,Valeriya REZNIK POSITION,Valeriya REZNIK LAP TIME,Valeriya REZNIK ELAPSED TIME,Maaike VOS POSITION,Maaike VOS LAP TIME,Maaike VOS ELAPSED TIME,Marie-Andree MENDES-CAMPEAU POSITION,Marie-Andree MENDES-CAMPEAU LAP TIME,Marie-Andree MENDES-CAMPEAU ELAPSED TIME
1,7.15,7.15,2,7.34,7.34,4,7.68,7.68,3,7.68,7.68
1,9.54,16.69,2,9.84,17.18,4,9.71,17.39,3,9.57,17.26
1,9.27,25.96,2,9.25,26.44,3,9.21,26.60,4,9.38,26.64
1,9.39,35.36,3,9.71,36.15,4,9.76,36.37,2,9.25,35.89
1,9.58,44.931,4,9.98,46.126,3,9.68,46.041,2,9.64,45.525
