Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,SONG Kyung-Taek POSITION,SONG Kyung-Taek LAP TIME,SONG Kyung-Taek ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME
1,6.820,6.820,4,7.006,7.006,3,6.840,6.840,2,6.826,6.826
2,9.102,15.922,4,9.340,16.345,1,8.969,15.810,3,9.371,16.196
1,8.707,24.628,3,8.431,24.776,2,8.917,24.727,4,8.907,25.104
2,8.892,33.520,3,8.901,33.677,1,8.694,33.421,4,8.718,33.821
3,9.238,42.758,1,9.021,42.698,2,9.298,42.719,4,9.129,42.950
