Thomas BAUER POSITION,Thomas BAUER LAP TIME,Thomas BAUER ELAPSED TIME,Takehiro KODERA POSITION,Takehiro KODERA LAP TIME,Takehiro KODERA ELAPSED TIME,Nicola FRANCESCHINA POSITION,Nicola FRANCESCHINA LAP TIME,Nicola FRANCESCHINA ELAPSED TIME,LI Jiajun POSITION,LI Jiajun LAP TIME,LI Jiajun ELAPSED TIME
3,6.948,6.948,1,6.806,6.806,4,7.029,7.029,2,6.873,6.873
3,9.097,16.044,1,9.210,16.015,4,9.285,16.314,2,9.144,16.016
4,9.105,25.148,2,8.893,24.908,3,8.671,24.985,1,8.825,24.841
4,9.033,34.180,2,9.079,33.987,3,9.019,34.003,1,9.087,33.928
3,9.41,43.585,4,9.95,43.929,2,9.47,43.473,1,9.44,43.365
