LI Jiajun POSITION,LI Jiajun LAP TIME,LI Jiajun ELAPSED TIME,Mark McNEE POSITION,Mark McNEE LAP TIME,Mark McNEE ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,SONG Suk-Woo POSITION,SONG Suk-Woo LAP TIME,SONG Suk-Woo ELAPSED TIME
2,6.981,6.981,4,7.106,7.106,1,6.872,6.872,3,7.066,7.066
1,9.169,16.149,4,9.256,16.361,3,9.443,16.314,2,9.093,16.159
1,8.805,24.953,3,8.742,25.103,2,8.732,25.045,4,8.979,25.137
2,8.867,33.820,3,8.764,33.866,4,8.932,33.977,1,8.566,33.703
1,9.11,42.922,2,9.17,43.028,3,9.67,43.638,0,,DQ
