Keith CARROLL POSITION,Keith CARROLL LAP TIME,Keith CARROLL ELAPSED TIME,Fabrice DUFBERG SUH POSITION,Fabrice DUFBERG SUH LAP TIME,Fabrice DUFBERG SUH ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,JIN Liang POSITION,JIN Liang LAP TIME,JIN Liang ELAPSED TIME,MOODY Jonathan POSITION,MOODY Jonathan LAP TIME,MOODY Jonathan ELAPSED TIME
2,12.79,12.79,3,12.97,12.97,1,12.76,12.76,4,13.10,13.10,5,13.25,13.25
2,9.72,22.51,3,9.69,22.66,1,9.72,22.48,5,9.71,22.81,4,9.43,22.68
1,9.31,31.82,3,9.41,32.07,2,9.44,31.92,5,9.45,32.26,4,9.49,32.17
2,9.43,41.25,3,9.30,41.37,1,9.21,41.13,5,9.30,41.56,4,9.31,41.48
2,9.42,50.67,3,9.39,50.76,1,9.44,50.57,5,9.42,50.98,4,9.39,50.87
2,9.42,1:00.09,3,9.48,1:00.24,1,9.41,59.98,4,9.46,1:00.44,4,9.57,1:00.44
2,9.11,1:09.20,3,9.11,1:09.35,1,9.09,1:09.07,4,8.92,1:09.36,5,9.58,1:10.02
2,8.97,1:18.17,4,9.46,1:18.81,1,9.02,1:18.09,3,8.89,1:18.25,5,9.72,1:19.74
2,9.05,1:27.22,4,9.87,1:28.662,1,8.97,1:27.06,3,9.14,1:27.39,5,9.81,1:29.523
