Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME,Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME,Olga MASKAIKINA POSITION,Olga MASKAIKINA LAP TIME,Olga MASKAIKINA ELAPSED TIME
3,13.26,13.26,2,13.23,13.23,4,13.45,13.45,1,13.16,13.16
3,10.33,23.59,1,10.29,23.52,4,10.30,23.75,2,10.39,23.55
4,23.67,47.26,2,10.28,33.81,3,10.35,34.11,1,10.24,33.79
4,23.79,1:11.05,2,10.20,44.01,3,10.10,44.21,1,10.09,43.89
4,15.61,1:26.67,2,10.11,54.13,3,10.06,54.27,1,10.17,54.07
4,11.74,1:38.41,1,9.83,1:03.96,3,9.77,1:04.05,2,9.96,1:04.03
4,11.19,1:49.61,1,9.62,1:13.58,3,9.65,1:13.71,2,9.64,1:13.67
4,11.17,2:00.78,1,9.61,1:23.20,2,9.50,1:23.21,3,10.01,1:23.69
4,11.33,2:12.101,1,9.76,1:32.956,2,10.19,1:33.400,3,10.82,1:34.504
