KIM Ji Yoo POSITION,KIM Ji Yoo LAP TIME,KIM Ji Yoo ELAPSED TIME,Mikayla BIGGS POSITION,Mikayla BIGGS LAP TIME,Mikayla BIGGS ELAPSED TIME,BACSKAI Sara Luca POSITION,BACSKAI Sara Luca LAP TIME,BACSKAI Sara Luca ELAPSED TIME,Patrycja MARKIEWICZ POSITION,Patrycja MARKIEWICZ LAP TIME,Patrycja MARKIEWICZ ELAPSED TIME,Selma POUTSMA POSITION,Selma POUTSMA LAP TIME,Selma POUTSMA ELAPSED TIME
1,16.43,16.43,5,16.91,16.91,2,16.54,16.54,3,16.66,16.66,4,16.77,16.77
1,14.46,30.89,5,14.53,31.44,2,14.48,31.02,3,14.49,31.15,4,14.52,31.29
1,13.00,43.89,5,12.92,44.36,2,12.96,43.98,3,12.96,44.11,4,12.94,44.23
1,11.14,55.03,5,11.13,55.49,2,11.15,55.13,3,11.12,55.23,4,11.08,55.31
1,10.00,1:05.03,5,9.91,1:05.40,3,10.04,1:05.17,4,10.05,1:05.28,2,9.75,1:05.06
2,9.43,1:14.46,5,9.46,1:14.86,3,9.40,1:14.57,4,9.39,1:14.67,1,9.22,1:14.28
2,9.24,1:23.70,5,9.62,1:24.48,3,9.26,1:23.83,4,9.38,1:24.05,1,9.34,1:23.62
1,9.20,1:32.90,5,9.81,1:34.29,3,9.25,1:33.08,4,9.64,1:33.69,2,9.33,1:32.95
1,9.40,1:42.30,5,10.13,1:44.398,3,9.59,1:42.67,4,10.18,1:43.855,2,9.55,1:42.50
