SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME,SCHUBERT Christoph POSITION,SCHUBERT Christoph LAP TIME,SCHUBERT Christoph ELAPSED TIME
1,6.76,6.76,3,7.10,7.10,2,6.98,6.98,4,7.45,7.45
1,8.77,15.53,3,8.99,16.09,2,8.83,15.81,4,9.02,16.47
1,8.40,23.93,3,8.44,24.53,2,8.67,24.48,4,8.56,25.03
1,8.54,32.47,2,8.64,33.17,3,8.72,33.20,4,8.71,33.74
1,8.74,41.21,2,8.79,41.96,3,9.07,42.27,4,8.95,42.69
