START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,season,competition,event,gender,round,race
4,8.51,8.51,3,8.36,8.36,1,8.08,8.08,2,8.32,8.32,5,8.63,8.63,6,8.76,8.76,2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,w,Heats,6
4,11.10,19.61,3,11.18,19.54,1,11.19,19.27,2,11.07,19.39,5,11.05,19.68,6,11.03,19.79,2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,w,Heats,6
5,11.87,31.48,3,11.85,31.39,2,12.01,31.28,1,11.79,31.18,4,11.76,31.44,6,11.88,31.67,2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,w,Heats,6
5,10.97,42.45,4,10.97,42.36,3,10.95,42.23,2,10.89,42.07,1,10.52,41.96,6,10.97,42.64,2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,w,Heats,6
5,10.98,53.43,4,10.97,53.33,3,11.00,53.23,2,11.04,53.11,1,11.01,52.97,6,10.88,53.52,2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,w,Heats,6
5,11.20,1:04.63,4,11.20,1:04.53,3,11.19,1:04.42,2,11.22,1:04.33,1,11.22,1:04.19,6,11.24,1:04.76,2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,w,Heats,6
4,11.00,1:15.63,5,11.12,1:15.65,3,11.14,1:15.56,2,11.13,1:15.46,1,11.14,1:15.33,6,11.07,1:15.83,2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,w,Heats,6
1,10.09,1:25.72,5,10.56,1:26.21,4,10.54,1:26.10,2,10.40,1:25.86,3,10.65,1:25.98,6,10.62,1:26.45,2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,w,Heats,6
1,10.59,1:36.31,5,10.51,1:36.72,4,10.50,1:36.60,2,10.58,1:36.44,3,10.55,1:36.53,6,10.38,1:36.83,2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,w,Heats,6
1,10.99,1:47.30,5,10.90,1:47.62,3,10.94,1:47.54,2,10.98,1:47.42,4,11.05,1:47.58,6,10.90,1:47.73,2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,w,Heats,6
1,10.63,1:57.93,3,10.43,1:58.05,4,10.71,1:58.25,2,10.61,1:58.03,5,10.81,1:58.39,6,10.91,1:58.64,2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,w,Heats,6
1,10.19,2:08.12,3,10.32,2:08.37,4,10.53,2:08.78,2,10.23,2:08.26,5,10.49,2:08.88,6,10.96,2:09.60,2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,w,Heats,6
1,10.36,2:18.48,3,10.26,2:18.63,4,11.05,2:19.83,2,10.26,2:18.52,5,11.09,2:19.97,6,11.47,2:21.07,2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,w,Heats,6
2,10.44,2:28.915,3,10.35,2:28.976,4,11.24,2:31.063,1,10.13,2:28.650,5,11.32,2:31.283,6,11.66,2:32.722,2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,w,Heats,6
