FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,SON Soo-Min POSITION,SON Soo-Min LAP TIME,SON Soo-Min ELAPSED TIME,Vanessa BELANGER-MARCEAU POSITION,Vanessa BELANGER-MARCEAU LAP TIME,Vanessa BELANGER-MARCEAU ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME
1,7.22,7.22,2,7.51,7.51,4,7.70,7.70,3,7.54,7.54
1,9.61,16.83,3,21.16,28.67,2,10.13,17.83,4,23.41,30.95
1,9.17,26.00,3,11.50,40.17,2,9.40,27.23,4,10.81,41.76
1,9.36,35.36,3,10.31,50.48,2,9.51,36.74,4,9.72,51.48
1,9.51,44.864,3,10.09,1:00.569,2,9.60,46.339,4,10.10,1:01.575
