TRAN Aaron POSITION,TRAN Aaron LAP TIME,TRAN Aaron ELAPSED TIME,AYRAPETYAN Denis POSITION,AYRAPETYAN Denis LAP TIME,AYRAPETYAN Denis ELAPSED TIME,Mateusz KRZEMINSKI POSITION,Mateusz KRZEMINSKI LAP TIME,Mateusz KRZEMINSKI ELAPSED TIME,Tunay SIMSEK POSITION,Tunay SIMSEK LAP TIME,Tunay SIMSEK ELAPSED TIME,HANDEI Volodymyr POSITION,HANDEI Volodymyr LAP TIME,HANDEI Volodymyr ELAPSED TIME
1,13.76,13.76,2,13.79,13.79,3,13.94,13.94,4,14.04,14.04,5,14.17,14.17
1,10.35,24.11,2,10.44,24.23,3,10.39,24.33,4,10.39,24.43,5,10.38,24.55
1,9.73,33.84,2,9.78,34.01,3,9.77,34.10,4,9.75,34.18,5,9.78,34.33
1,9.16,43.00,2,9.09,43.10,4,9.24,43.34,3,9.04,43.22,5,9.12,43.45
1,8.97,51.97,2,8.97,52.07,4,9.13,52.47,3,8.97,52.19,5,9.14,52.59
1,8.96,1:00.93,2,8.98,1:01.05,4,9.18,1:01.65,3,9.01,1:01.20,5,9.08,1:01.67
1,9.05,1:09.98,2,8.95,1:10.00,5,9.64,1:11.29,3,9.12,1:10.32,4,9.39,1:11.06
2,9.17,1:19.15,1,8.97,1:18.97,5,9.97,1:21.26,3,9.42,1:19.74,4,9.68,1:20.74
2,9.14,1:28.29,1,9.13,1:28.10,5,10.56,1:31.82,3,10.01,1:29.75,4,10.14,1:30.88
