Ingmar van RIEL POSITION,Ingmar van RIEL LAP TIME,Ingmar van RIEL ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME
3,6.86,6.86,2,6.77,6.77,1,6.75,6.75,4,7.17,7.17
2,9.28,16.15,3,9.41,16.19,1,9.21,15.96,4,9.37,16.55
2,8.85,25.00,3,9.32,25.51,1,8.69,24.66,4,9.31,25.86
2,9.02,34.02,3,8.99,34.50,1,9.05,33.71,4,9.05,34.92
2,9.22,43.231,3,9.29,43.782,1,9.17,42.877,4,9.32,44.235
