Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,Charles Ryan LEVEILLE POSITION,Charles Ryan LEVEILLE LAP TIME,Charles Ryan LEVEILLE ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME
1,12.882,12.882,2,13.168,13.168,3,13.293,13.293,4,13.384,13.384
1,10.008,22.890,3,10.014,23.182,4,9.935,23.228,2,9.790,23.174
2,9.377,32.267,3,9.197,32.379,1,9.021,32.249,4,9.320,32.494
3,9.238,41.505,1,9.004,41.383,2,9.214,41.463,4,9.226,41.721
2,9.181,50.685,1,9.268,50.650,3,9.227,50.690,4,9.251,50.972
2,9.069,59.754,1,9.047,59.697,3,9.115,59.805,4,9.100,1:00.072
2,8.987,1:08.741,3,9.055,1:08.752,1,8.853,1:08.657,4,8.836,1:08.908
2,9.068,1:17.809,1,8.977,1:17.729,3,9.193,1:17.850,4,9.070,1:17.979
3,9.545,1:27.354,2,9.515,1:27.244,4,9.744,1:27.594,1,9.214,1:27.193
