Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,CHOI Min Jeong POSITION,CHOI Min Jeong LAP TIME,CHOI Min Jeong ELAPSED TIME,Audrey PHANEUF POSITION,Audrey PHANEUF LAP TIME,Audrey PHANEUF ELAPSED TIME,Selma POUTSMA POSITION,Selma POUTSMA LAP TIME,Selma POUTSMA ELAPSED TIME
1,7.33,7.33,3,7.84,7.84,2,7.67,7.67,4,7.89,7.89
1,9.42,16.75,3,9.35,17.19,2,9.41,17.08,4,9.42,17.31
1,8.78,25.53,2,8.65,25.84,3,8.89,25.97,4,8.80,26.11
1,8.95,34.48,2,8.75,34.59,3,8.88,34.85,4,8.93,35.04
1,9.16,43.638,2,9.09,43.662,3,9.19,44.029,4,9.16,44.179
