Alica PORUBSKA POSITION,Alica PORUBSKA LAP TIME,Alica PORUBSKA ELAPSED TIME,BURIC Katarina POSITION,BURIC Katarina LAP TIME,BURIC Katarina ELAPSED TIME,SEJPALOVA-HRUZOVA Michaela POSITION,SEJPALOVA-HRUZOVA Michaela LAP TIME,SEJPALOVA-HRUZOVA Michaela ELAPSED TIME,Ranya EZZI POSITION,Ranya EZZI LAP TIME,Ranya EZZI ELAPSED TIME
1,7.73,7.73,2,7.93,7.93,3,8.15,8.15,4,8.36,8.36
1,9.87,17.60,2,9.77,17.70,3,9.84,17.99,4,9.84,18.20
1,9.39,26.99,2,9.36,27.06,3,9.30,27.29,4,9.20,27.40
1,9.57,36.56,3,9.61,36.67,2,9.36,36.65,4,9.43,36.83
1,9.86,46.410,4,10.42,47.074,2,9.89,46.533,3,9.84,46.656
