Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME
1,6.93,6.93,2,6.98,6.98,3,7.13,7.13,4,7.39,7.39
1,9.32,16.26,3,9.35,16.34,2,9.20,16.33,4,9.27,16.66
1,8.81,25.07,3,8.90,25.24,2,8.88,25.22,4,8.73,25.40
2,8.87,33.95,1,8.68,33.92,3,8.94,34.16,4,8.95,34.35
1,9.31,43.254,3,9.61,43.524,2,9.22,43.377,4,9.22,43.564
