LUEDTKE Adrian POSITION,LUEDTKE Adrian LAP TIME,LUEDTKE Adrian ELAPSED TIME,Gibson Laurent HIMBEAULT POSITION,Gibson Laurent HIMBEAULT LAP TIME,Gibson Laurent HIMBEAULT ELAPSED TIME,SITNIKOV Pavel POSITION,SITNIKOV Pavel LAP TIME,SITNIKOV Pavel ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,Davut TAHTACI POSITION,Davut TAHTACI LAP TIME,Davut TAHTACI ELAPSED TIME
3,13.22,13.22,4,13.32,13.32,1,13.04,13.04,2,13.06,13.06,5,13.46,13.46
3,9.94,23.16,4,9.88,23.20,1,9.91,22.95,2,9.96,23.02,5,9.84,23.30
3,9.54,32.70,5,9.63,32.83,2,9.64,32.59,1,9.54,32.56,4,9.49,32.79
4,9.48,42.18,3,9.34,42.17,2,9.40,41.99,1,9.36,41.92,5,9.54,42.33
4,9.40,51.58,3,9.30,51.47,2,9.40,51.39,1,9.35,51.27,5,9.42,51.75
4,9.59,1:01.17,3,9.37,1:00.84,2,9.31,1:00.70,1,9.30,1:00.57,5,9.53,1:01.28
4,9.16,1:10.33,3,9.07,1:09.91,2,8.94,1:09.64,1,9.02,1:09.59,5,9.52,1:10.80
4,9.29,1:19.62,3,8.98,1:18.89,2,9.00,1:18.64,1,8.94,1:18.53,5,9.96,1:20.76
5,24.62,1:44.200,3,9.23,1:28.12,2,9.01,1:27.65,1,9.03,1:27.56,4,10.47,1:31.216
