JUNG Eun-Ju POSITION,JUNG Eun-Ju LAP TIME,JUNG Eun-Ju ELAPSED TIME,Tania VICENT POSITION,Tania VICENT LAP TIME,Tania VICENT ELAPSED TIME,Mika OZAWA POSITION,Mika OZAWA LAP TIME,Mika OZAWA ELAPSED TIME,Evita KRIEVANE POSITION,Evita KRIEVANE LAP TIME,Evita KRIEVANE ELAPSED TIME
1,14.960,14.960,4,15.330,15.330,3,15.150,15.150,2,15.140,15.140
1,10.620,25.580,3,10.520,25.860,4,10.710,25.860,2,10.690,25.840
2,10.000,35.590,1,9.350,35.220,3,10.090,35.960,4,10.540,36.380
1,9.810,45.410,3,10.640,45.860,4,9.990,45.960,2,9.150,45.530
1,9.490,54.910,2,9.460,55.330,4,9.650,55.610,3,9.840,55.380
1,9.590,1:04.500,3,9.620,1:04.950,4,9.430,1:05.040,2,9.450,1:04.830
1,9.410,1:13.920,2,9.440,1:14.390,3,9.560,1:14.600,4,9.930,1:14.760
1,9.600,1:23.520,3,9.570,1:23.960,2,9.240,1:23.840,4,10.270,1:25.040
1,9.820,1:33.350,2,9.840,1:33.810,3,11.150,1:35.000,4,11.240,1:36.280
