WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME
1,6.72,6.72,2,6.82,6.82,4,7.38,7.38,3,7.18,7.18
1,8.76,15.48,2,8.76,15.58,4,9.08,16.46,3,8.94,16.12
1,8.42,23.90,2,8.57,24.15,4,8.69,25.15,3,8.58,24.70
1,8.70,32.60,2,8.95,33.10,4,8.80,33.95,3,8.69,33.39
1,8.87,41.461,2,8.68,41.774,4,10.16,44.110,3,8.76,42.149
