WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Alexander FATHOULLIN POSITION,Alexander FATHOULLIN LAP TIME,Alexander FATHOULLIN ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME
1,6.82,6.82,2,6.94,6.94,3,7.04,7.04,4,7.25,7.25
1,8.64,15.46,2,8.78,15.72,3,8.78,15.82,4,8.78,16.03
1,8.40,23.86,2,8.37,24.09,3,8.40,24.22,4,8.29,24.32
1,8.53,32.39,3,8.59,32.68,2,8.28,32.50,4,8.40,32.72
1,8.68,41.07,3,8.76,41.44,2,8.63,41.13,4,8.73,41.45
