SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME,Mathieu TURCOTTE POSITION,Mathieu TURCOTTE LAP TIME,Mathieu TURCOTTE ELAPSED TIME,Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME,AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME
4,13.446,13.446,3,13.188,13.188,1,13.037,13.037,2,13.107,13.107
4,9.906,23.352,1,9.631,22.819,2,9.926,22.963,3,9.891,22.998
4,9.531,32.882,2,9.651,32.469,3,9.653,32.615,1,9.440,32.438
4,9.617,42.499,3,10.008,42.477,1,9.390,42.005,2,9.642,42.079
4,9.079,51.577,3,8.642,51.119,2,9.091,51.096,1,8.417,50.496
4,8.959,1:00.536,2,8.867,59.985,3,9.366,1:00.462,1,8.626,59.121
3,9.083,1:09.619,1,9.263,1:09.248,4,9.237,1:09.698,2,10.246,1:09.367
3,9.081,1:18.699,1,8.722,1:17.969,4,9.182,1:18.880,2,8.943,1:18.309
3,9.29,1:27.989,2,9.98,1:27.948,4,9.28,1:28.154,1,9.61,1:27.914
